#1
#Bezugskoordinaten: 50,7931° N	6,0546° O
#
#Koordinatensystem : Lambert konform konisch	
#Rechtswert        : 3732500 Meter	
#Hochwert          : 2677500 Meter	
#Hoehenlage        : 165 Meter ueber NN	
#Erstellung des Datensatzes im Mai 2016	
#
#Art des TRY       : mittleres Jahr	
#Bezugszeitraum    : 1995-2012	
#Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012	
#	
#Format:(i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)	
#	
#Reihenfolge der Parameter:	
#2 RW Rechtswert                                                    [m]       {3670500;3671500..4389500}"	
#3 HW Hochwert                                                      [m]       {2242500;2243500..3179500}"	
#4 MM Monat                                                                   {1..12}	
#5 DD Tag                                                                     {1..28,30,31}	
#6 HH Stunde (MEZ)                                                            {1..24}	
#7 t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]	
#8 p  Luftdruck in Standorthoehe                                    [hPa]	
#9 WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}"	
#10 WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]	
#11 N  Bedeckungsgrad                                                [Achtel]  {0..8;9}"	
#12 x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]	
#13 RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}	
#14 B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv	
#15 D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv	
#16 A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv	
#17 E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ	
#18 IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}"	
#	
#	
#     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL	
#***
double wetter (8761, 18) 	
20365200	3732500 2677500  8 24 18  21.4  995 210  3.1 6  9.6  58   46  117 359 -453  1
20368800	3732500 2677500  8 24 19  20.6  995 164  2.5 7  9.5  60   10   50 360 -443  1
20372400	3732500 2677500  8 24 20  19.4  995 190  2.5 7  9.8  66    2   10 361 -428  1
20376000	3732500 2677500  8 24 21  18.5  995 190  2.4 7 10.1  72    0    0 358 -416  1
20379600	3732500 2677500  8 24 22  18.9  995 190  3.0 6 10.2  74    0    0 354 -409  1
20383200	3732500 2677500  8 24 23  18.1  994 110  1.2 5 10.1  75    0    0 349 -404  1
20386800	3732500 2677500  8 24 24  17.4  994 200  2.6 3 10.2  79    0    0 339 -399  1
20390400	3732500 2677500  8 25  1  17.2  994 210  2.7 2 10.3  82    0    0 326 -398  1
20394000	3732500 2677500  8 25  2  16.5  994 180  2.1 3 10.3  84    0    0 321 -397  1
20397600	3732500 2677500  8 25  3  16.2  994 230  1.5 5 10.2  86    0    0 330 -392  1
20401200	3732500 2677500  8 25  4  16.1  993 200  2.3 6 10.0  85    0    0 341 -389  1
20404800	3732500 2677500  8 25  5  15.6  993 180  2.1 6  9.8  85    0    0 345 -387  1
20408400	3732500 2677500  8 25  6  15.4  993 200  1.9 6  9.5  84    0    0 345 -386  1
20412000	3732500 2677500  8 25  7  16.0  992 180  2.6 6  9.4  83    1   40 345 -389  1
20415600	3732500 2677500  8 25  8  16.8  992 190  3.1 6  9.6  80   16  113 348 -396  1
20419200	3732500 2677500  8 25  9  18.1  991 210  3.3 6  9.8  77   11  162 351 -409  1
20422800	3732500 2677500  8 25 10  19.0  991 230  4.5 6 10.0  73   14  216 356 -424  1
20426400	3732500 2677500  8 25 11  19.1  991 220  5.3 6  9.8  70   38  272 358 -437  1
20430000	3732500 2677500  8 25 12  20.2  990 230  5.9 4  9.6  65  315  282 351 -447  1
20433600	3732500 2677500  8 25 13  20.4  990 250  5.2 6  9.4  61   38  286 352 -457  1
20437200	3732500 2677500  8 25 14  16.1  990 210  4.3 7  9.7  72    0  178 364 -461  1
20440800	3732500 2677500  8 25 15  18.0  990 230  5.4 7 10.0  80   85  265 369 -455  1
20444400	3732500 2677500  8 25 16  19.1  990 230  6.2 7 10.1  74   80  220 376 -448  1
20448000	3732500 2677500  8 25 17  19.5  990 230  7.0 3  9.8  68  199  153 361 -446  1
20451600	3732500 2677500  8 25 18  19.0  990 230  5.7 2  9.3  65  194   80 340 -438  1
20455200	3732500 2677500  8 25 19  17.8  990 230  5.9 7  9.1  67   32   51 353 -428  1
20458800	3732500 2677500  8 25 20  16.0  991 220  5.1 7  9.1  74    0    5 366 -421  1
20462400	3732500 2677500  8 25 21  15.8  991 230  6.0 7  9.6  83    0    0 364 -414  1
20466000	3732500 2677500  8 25 22  15.8  992 230  5.4 6  9.8  85    0    0 359 -410  1
20469600	3732500 2677500  8 25 23  15.8  992 240  5.7 6  9.9  86    0    0 354 -408  1
20473200	3732500 2677500  8 25 24  15.6  992 230  5.2 7  9.7  85    0    0 359 -406  1
20476800	3732500 2677500  8 26  1  15.2  992 220  4.6 6  9.6  86    0    0 358 -404  1
20480400	3732500 2677500  8 26  2  14.7  992 230  5.0 6  9.4  86    0    0 353 -402  1
20484000	3732500 2677500  8 26  3  14.2  992 220  5.6 3  8.8  83    0    0 338 -400  1
20487600	3732500 2677500  8 26  4  14.0  991 210  4.2 5  8.5  83    0    0 333 -399  1
20491200	3732500 2677500  8 26  5  14.1  991 220  4.4 7  8.6  84    0    0 351 -397  1
20494800	3732500 2677500  8 26  6  14.1  991 220  4.6 7  8.6  84    0    0 360 -395  1
20498400	3732500 2677500  8 26  7  14.6  991 210  4.7 7  8.6  82    8   49 360 -394  1
20502000	3732500 2677500  8 26  8  14.8  990 220  5.6 8  8.5  80    0   68 365 -394  1
20505600	3732500 2677500  8 26  9  14.7  990 220  5.6 7  8.5  79    0   58 365 -396  1
20509200	3732500 2677500  8 26 10  14.7  990 230  4.7 7  8.7  81    8  201 360 -400  1
20512800	3732500 2677500  8 26 11  15.1  990 230  4.5 8  9.0  83    3  207 365 -405  1
20516400	3732500 2677500  8 26 12  15.7  990 210  4.4 7  9.4  84    6  233 367 -409  1
20520000	3732500 2677500  8 26 13  16.8  989 250  3.9 7  9.4  80   29  274 367 -416  1
20523600	3732500 2677500  8 26 14  17.4  989 250  4.9 6  9.1  72   84  280 366 -425  1
20527200	3732500 2677500  8 26 15  18.4  988 230  5.9 5  9.0  68  194  256 362 -430  1
20530800	3732500 2677500  8 26 16  18.0  988 230  7.4 4  8.9  67  281  184 354 -430  1
20534400	3732500 2677500  8 26 17  17.3  988 240  5.0 6  9.3  72  115  164 355 -423  1
20538000	3732500 2677500  8 26 18  16.5  989 250  4.0 4  9.9  80   80  103 353 -412  1
20541600	3732500 2677500  8 26 19  15.6  989 250  3.1 7  9.9  85   32   47 354 -403  1
20545200	3732500 2677500  8 26 20  14.9  989 240  3.2 8  9.7  87    0    6 368 -396  1
20548800	3732500 2677500  8 26 21  14.6  990 230  2.7 8  9.5  88    0    0 371 -393  1
20552400	3732500 2677500  8 26 22  14.2  990 230  3.3 6  9.4  90    0    0 361 -390  1
20556000	3732500 2677500  8 26 23  14.0  990 240  3.3 6  9.3  90    0    0 349 -391  1
20559600	3732500 2677500  8 26 24  13.8  990 240  3.3 7  8.9  87    0    0 354 -391  1
20563200	3732500 2677500  8 27  1  13.5  990 240  4.7 5  8.9  89    0    0 348 -389  1
20566800	3732500 2677500  8 27  2  13.9  990 250  4.1 8  9.1  91    0    0 354 -386  1
20570400	3732500 2677500  8 27  3  14.2  991 270  4.0 7  9.4  92    0    0 367 -386  1
20574000	3732500 2677500  8 27  4  14.4  991 260  4.2 8  9.6  92    0    0 368 -386  1
20577600	3732500 2677500  8 27  5  14.5  991 270  4.1 8  9.6  91    0    0 373 -386  1
20581200	3732500 2677500  8 27  6  14.5  991 270  4.0 8  9.7  92    0    0 374 -387  1
20584800	3732500 2677500  8 27  7  14.1  992 290  5.0 8  9.8  94    2   41 374 -388  1
20588400	3732500 2677500  8 27  8  14.6  993 290  3.6 6 10.0  95    9   98 365 -389  1
20592000	3732500 2677500  8 27  9  15.0  993 280  3.9 7 10.2  95    5  140 361 -391  1
20595600	3732500 2677500  8 27 10  15.5  994 270  4.5 7 10.3  93    3  180 369 -394  1
20599200	3732500 2677500  8 27 11  17.0  994 280  6.7 7 10.3  87   12  229 371 -398  1
20602800	3732500 2677500  8 27 12  17.5  995 280  4.4 7 10.3  82   82  283 373 -405  1
20606400	3732500 2677500  8 27 13  17.7  995 280  4.6 5 10.1  79  186  277 365 -407  1
20610000	3732500 2677500  8 27 14  18.2  996 270  4.7 6 10.4  79   75  264 363 -405  1
20613600	3732500 2677500  8 27 15  16.7  996 300  7.4 8 10.6  83   34  224 370 -412  1
20617200	3732500 2677500  8 27 16  17.1  996 310  4.5 6  9.4  76   62  194 365 -419  1
20620800	3732500 2677500  8 27 17  18.0  997 300  6.9 2  8.2  64  292   83 341 -420  1
20624400	3732500 2677500  8 27 18  16.5  997 320  6.4 2  7.7  62  186   58 321 -416  1
20628000	3732500 2677500  8 27 19  15.7  998 310  3.6 3  7.6  66   66   42 317 -410  1
20631600	3732500 2677500  8 27 20  14.4  997 270  3.1 4  7.7  71    2    9 318 -404  1
20635200	3732500 2677500  8 27 21  13.3  998 250  2.6 4  7.8  78    0    0 317 -398  1
20638800	3732500 2677500  8 27 22  12.6  998 250  2.6 4  7.7  81    0    0 314 -393  1
20642400	3732500 2677500  8 27 23  11.7  998 230  2.2 4  7.6  84    0    0 312 -389  1
20646000	3732500 2677500  8 27 24  11.9  999 220  2.6 4  7.4  85    0    0 313 -388  1
20649600	3732500 2677500  8 28  1  12.3  998 220  3.2 5  7.4  82    0    0 317 -388  1
20653200	3732500 2677500  8 28  2  11.9  997 220  3.0 3  7.2  81    0    0 313 -387  1
20656800	3732500 2677500  8 28  3  11.8  997 220  3.5 4  7.3  83    0    0 310 -387  1
20660400	3732500 2677500  8 28  4  12.0  997 220  3.5 8  7.8  88    0    0 333 -386  1
20664000	3732500 2677500  8 28  5  12.5  996 220  3.4 8  8.2  91    0    0 352 -386  1
20667600	3732500 2677500  8 28  6  12.9  995 230  4.2 8  8.4  90    0    0 356 -386  1
20671200	3732500 2677500  8 28  7  13.3  995 230  4.3 6  8.5  88    0   23 349 -386  1
20674800	3732500 2677500  8 28  8  13.7  995 220  5.4 6  8.5  86    7   99 342 -388  1
20678400	3732500 2677500  8 28  9  14.7  995 230  5.7 6  8.6  83   89  189 344 -394  1
20682000	3732500 2677500  8 28 10  15.3  994 230  7.4 6  8.5  78   40  241 347 -402  1
20685600	3732500 2677500  8 28 11  15.9  995 230  6.7 8  8.3  74    9  231 360 -411  1
20689200	3732500 2677500  8 28 12  17.4  994 230  6.4 7  8.6  71   67  300 371 -414  1
20692800	3732500 2677500  8 28 13  17.4  994 230  7.2 8  8.6  68   36  281 375 -410  1
20696400	3732500 2677500  8 28 14  16.9  993 230  7.1 8  8.4  67    1  192 380 -406  1
20700000	3732500 2677500  8 28 15  17.0  993 230  5.2 8  8.7  71    2  185 382 -404  1
20703600	3732500 2677500  8 28 16  16.1  993 240  4.6 7  9.5  79   11  179 378 -400  1
20707200	3732500 2677500  8 28 17  15.3  993 230  4.9 8 10.0  88    0   94 376 -394  1
20710800	3732500 2677500  8 28 18  14.8  992 216  4.7 8 10.2  93    1   74 379 -391  1
20714400	3732500 2677500  8 28 19  14.8  992 240  4.3 8 10.4  96    2   35 379 -390  1
20718000	3732500 2677500  8 28 20  14.9  992 240  4.1 8 10.5  97    0    6 379 -390  1
20721600	3732500 2677500  8 28 21  15.0  992 240  3.3 8 10.6  97    0    0 380 -392  1
20725200	3732500 2677500  8 28 22  15.1  993 240  3.3 8 10.6  96    0    0 382 -392  1
20728800	3732500 2677500  8 28 23  15.1  993 250  3.8 8 10.6  96    0    0 382 -393  1
20732400	3732500 2677500  8 28 24  15.0  993 240  3.8 8 10.6  96    0    0 383 -394  1
20736000	3732500 2677500  8 29  1  15.1  993 240  3.7 8 10.6  96    0    0 383 -395  1
20739600	3732500 2677500  8 29  2  15.2  993 240  3.0 8 10.6  96    0    0 382 -396  1
20743200	3732500 2677500  8 29  3  15.3  993 250  3.2 8 10.7  96    0    0 383 -396  1
20746800	3732500 2677500  8 29  4  15.4  992 230  2.8 8 10.7  96    0    0 384 -396  1
20750400	3732500 2677500  8 29  5  15.3  992 220  2.1 8 10.7  96    0    0 385 -395  1
20754000	3732500 2677500  8 29  6  15.4  992 220  2.4 8 10.7  96    0    0 385 -395  1
20757600	3732500 2677500  8 29  7  15.6  992 220  2.9 8 10.8  96    0   19 384 -394  1
20761200	3732500 2677500  8 29  8  15.7  992 222  3.2 8 10.9  96    0   39 382 -393  1
20764800	3732500 2677500  8 29  9  16.1  993 260  3.0 8 11.0  95    0   72 382 -393  1
20768400	3732500 2677500  8 29 10  16.7  993 260  2.0 8 11.1  93    0   81 382 -395  1
20772000	3732500 2677500  8 29 11  18.1  993 260  2.6 7 11.3  89    2  197 379 -400  1
20775600	3732500 2677500  8 29 12  19.5  993 240  2.8 5 12.0  86   78  284 367 -405  1
20779200	3732500 2677500  8 29 13  20.3  993 220  3.1 6 12.0  80   87  281 366 -407  1
20782800	3732500 2677500  8 29 14  19.2  993 340  2.1 5 10.9  74  162  261 362 -408  1
20786400	3732500 2677500  8 29 15  19.6  993 280  2.5 6 10.6  74   77  233 360 -413  1
20790000	3732500 2677500  8 29 16  19.6  993 340  1.8 6 11.0  76   34  189 364 -423  1
20793600	3732500 2677500  8 29 17  19.9  993  10  1.2 7 10.8  73   16  140 367 -425  1
20797200	3732500 2677500  8 29 18  19.4  993 139  2.7 7 10.6  72   51   97 370 -417  1
20800800	3732500 2677500  8 29 19  18.8  993 350  1.7 6 10.7  76   12   41 361 -408  1
20804400	3732500 2677500  8 29 20  17.0  994 210  2.1 6 10.9  83    0    5 350 -402  1
20808000	3732500 2677500  8 29 21  16.6  995 360  1.6 6 11.0  90    0    0 346 -398  1
20811600	3732500 2677500  8 29 22  16.1  995 260  2.9 8 10.8  91    0    0 356 -397  1
20815200	3732500 2677500  8 29 23  15.5  995 350  2.7 8 10.2  89    0    0 366 -397  1
20818800	3732500 2677500  8 29 24  14.9  995 261  1.2 7  9.5  86    0    0 359 -396  1
20822400	3732500 2677500  8 30  1  14.7  994 150  1.1 6  9.4  87    0    0 347 -396  1
20826000	3732500 2677500  8 30  2  14.4  994 360  0.7 6  9.5  90    0    0 342 -396  1
20829600	3732500 2677500  8 30  3  15.1  995 210  2.1 7  9.9  92    0    0 349 -396  1
20833200	3732500 2677500  8 30  4  15.1  995 220  1.6 6 10.2  93    0    0 351 -395  1
20836800	3732500 2677500  8 30  5  15.0  995 200  2.1 4  9.9  91    0    0 332 -395  1
20840400	3732500 2677500  8 30  6  14.9  994 220  2.5 5  9.7  90    0    0 326 -395  1
20844000	3732500 2677500  8 30  7  15.0  994 230  3.2 6  9.8  90    0   27 339 -396  1
20847600	3732500 2677500  8 30  8  15.2  995 230  3.3 6  9.4  86   20  113 343 -398  1
20851200	3732500 2677500  8 30  9  16.1  995 230  3.9 5  8.8  77  146  178 335 -401  1
20854800	3732500 2677500  8 30 10  16.7  995 240  3.8 4  8.7  74  191  235 323 -406  1
20858400	3732500 2677500  8 30 11  18.0  995 250  4.5 5  8.7  69  225  278 328 -413  1
20862000	3732500 2677500  8 30 12  19.0  995 250  6.1 6  8.5  63  150  312 344 -420  1
20865600	3732500 2677500  8 30 13  19.1  995 230  4.9 5  8.4  60  198  317 349 -424  1
20869200	3732500 2677500  8 30 14  20.4  995 230  5.3 6  8.6  59  253  293 354 -428  1
20872800	3732500 2677500  8 30 15  20.5  994 230  4.7 6  8.7  57  249  260 362 -427  1
20876400	3732500 2677500  8 30 16  20.2  994 240  4.7 6  8.5  56  203  219 362 -432  1
20880000	3732500 2677500  8 30 17  19.5  994 240  5.3 6  8.4  57  144  165 359 -434  1
20883600	3732500 2677500  8 30 18  18.5  993 250  3.2 7  8.4  60   35  105 362 -427  1
20887200	3732500 2677500  8 30 19  17.7  993 240  3.6 6  8.5  64    0   16 360 -420  1
20890800	3732500 2677500  8 30 20  16.4  993 240  2.8 6  8.5  68    0    7 352 -409  1
20894400	3732500 2677500  8 30 21  15.8  994 230  2.7 6  8.6  74    0    0 349 -398  1
20898000	3732500 2677500  8 30 22  15.7  994 220  3.1 6  8.9  78    0    0 348 -389  1
20901600	3732500 2677500  8 30 23  15.8  993 220  3.7 6  9.1  80    0    0 350 -382  1
20905200	3732500 2677500  8 30 24  15.8  993 230  4.1 6  9.4  82    0    0 350 -377  1
20908800	3732500 2677500  8 31  1  15.5  992 240  4.0 6  9.4  83    0    0 351 -374  1
20912400	3732500 2677500  8 31  2  15.2  992 240  5.2 7  9.3  84    0    0 355 -372  1
20916000	3732500 2677500  8 31  3  14.6  992 230  4.1 7  9.1  84    0    0 358 -372  1
20919600	3732500 2677500  8 31  4  14.3  992 240  4.4 7  8.8  84    0    0 356 -371  1
20923200	3732500 2677500  8 31  5  14.0  991 229  4.8 7  8.7  85    0    0 355 -370  1
20926800	3732500 2677500  8 31  6  13.9  991 230  4.6 6  8.6  85    0    0 349 -369  1
20930400	3732500 2677500  8 31  7  14.0  991 230  4.6 7  8.6  85    0   23 348 -370  1
20934000	3732500 2677500  8 31  8  14.2  991 240  4.9 7  8.5  83   18  112 355 -373  1
20937600	3732500 2677500  8 31  9  15.4  992 240  5.5 6  8.4  78  102  188 350 -381  1
20941200	3732500 2677500  8 31 10  16.0  992 240  5.6 5  8.4  74  107  253 341 -393  1
20944800	3732500 2677500  8 31 11  16.4  992 240  5.5 6  8.3  71   71  288 343 -404  1
20948400	3732500 2677500  8 31 12  16.8  992 230  4.7 6  8.2  68   35  284 349 -412  1
20952000	3732500 2677500  8 31 13  18.3  992 250  4.7 5  8.3  65  157  317 347 -422  1
20955600	3732500 2677500  8 31 14  15.3  992 290  5.6 8  8.6  70   24  256 353 -430  1
20959200	3732500 2677500  8 31 15  17.3  992 250  5.5 6  8.8  74  103  260 353 -430  1
20962800	3732500 2677500  8 31 16  18.7  992 260  5.3 4  8.4  64  170  227 340 -425  1
20966400	3732500 2677500  8 31 17  17.2  992 270  5.5 4  7.8  59  190  155 329 -421  1
20970000	3732500 2677500  8 31 18  16.2  993 300  4.4 7  7.5  62   64  108 338 -416  1
20973600	3732500 2677500  8 31 19  13.7  993 280  3.3 6  7.9  72    4   37 343 -407  1
20977200	3732500 2677500  8 31 20  11.3  993 280  3.0 7  7.6  82    1    7 336 -397  1
20980800	3732500 2677500  8 31 21  11.5  994 230  3.6 7  7.5  88    0    0 339 -389  1
20984400	3732500 2677500  8 31 22  11.5  994 250  4.4 5  8.0  93    0    0 331 -382  1
20988000	3732500 2677500  8 31 23  11.5  994 250  3.8 3  8.0  93    0    0 312 -377  1
20991600	3732500 2677500  8 31 24  11.4  995 230  3.9 1  8.1  94    0    0 293 -374  1
20995200	3732500 2677500  9  1  1  11.3  995 240  4.2 2  8.0  93    0    0 287 -372  1
20998800	3732500 2677500  9  1  2  11.4  995 240  4.1 2  7.9  92    0    0 292 -371  1
21002400	3732500 2677500  9  1  3  11.8  995 232  4.4 5  8.0  92    0    0 307 -369  1
21006000	3732500 2677500  9  1  4  12.1  995 240  4.2 7  8.1  91    0    0 332 -366  1
21009600	3732500 2677500  9  1  5  12.2  995 250  4.6 8  8.0  89    0    0 348 -364  1
21013200	3732500 2677500  9  1  6  12.0  995 250  4.1 8  7.9  88    0    0 355 -364  1
21016800	3732500 2677500  9  1  7  12.4  995 260  4.7 7  7.9  88    0   32 351 -365  1
21020400	3732500 2677500  9  1  8  12.9  996 250  4.5 7  8.0  86    9   97 346 -369  1
21024000	3732500 2677500  9  1  9  13.7  996 260  5.1 7  8.3  86   50  173 350 -378  1
21027600	3732500 2677500  9  1 10  14.9  996 270  4.0 7  8.6  83   29  221 354 -387  1
21031200	3732500 2677500  9  1 11  15.8  997 270  5.9 6  8.8  80   40  255 352 -397  1
21034800	3732500 2677500  9  1 12  17.5  998 270  4.2 4  8.9  74  334  227 341 -409  1
21038400	3732500 2677500  9  1 13  16.4  998 250  3.8 5  9.2  75  157  271 339 -419  1
21042000	3732500 2677500  9  1 14  17.4  998 260  5.3 6  8.7  71  188  250 348 -425  1
21045600	3732500 2677500  9  1 15  17.8  998 290  3.5 5  8.5  67   98  230 350 -429  1
21049200	3732500 2677500  9  1 16  15.1  998 240  5.9 6  8.7  74   20  181 344 -429  1
21052800	3732500 2677500  9  1 17  17.1  998 280  3.3 4  8.1  70   59  146 337 -423  1
21056400	3732500 2677500  9  1 18  16.2  998 290  3.5 2  7.5  63  156   69 321 -416  1
21060000	3732500 2677500  9  1 19  15.0  998 300  2.6 3  7.1  64   23   40 313 -406  1
21063600	3732500 2677500  9  1 20  14.1  998 270  2.1 4  7.2  69    0    2 320 -394  1
21067200	3732500 2677500  9  1 21  13.3  999 290  1.7 5  7.4  74    0    0 327 -385  1
21070800	3732500 2677500  9  1 22  12.5  999 300  1.7 4  7.2  76    0    0 324 -378  1
21074400	3732500 2677500  9  1 23  11.3  999 220  1.4 3  7.1  80    0    0 312 -372  1
21078000	3732500 2677500  9  1 24  10.4  999 180  1.2 3  7.1  87    0    0 304 -368  1
21081600	3732500 2677500  9  2  1  10.0 1000 170  1.2 6  7.1  92    0    0 329 -364  1
21085200	3732500 2677500  9  2  2  10.1 1000 180  1.3 6  7.2  92    0    0 330 -363  1
21088800	3732500 2677500  9  2  3  10.0  999 190  1.5 6  7.1  91    0    0 330 -361  1
21092400	3732500 2677500  9  2  4  10.1  999 170  1.1 6  7.0  90    0    0 330 -360  1
21096000	3732500 2677500  9  2  5   9.8  999 190  1.8 6  7.1  92    0    0 330 -359  1
21099600	3732500 2677500  9  2  6  10.6  999 170  1.2 6  7.2  92    0    0 331 -359  1
21103200	3732500 2677500  9  2  7  11.7  999 180  1.3 5  7.4  88    2   28 329 -358  1
21106800	3732500 2677500  9  2  8  13.0  999 200  1.6 3  7.5  83   54  101 318 -361  1
21110400	3732500 2677500  9  2  9  14.6  999 220  1.8 3  7.8  78  184  138 311 -371  1
21114000	3732500 2677500  9  2 10  17.0  999 280  2.4 4  8.2  72  343  133 323 -388  1
21117600	3732500 2677500  9  2 11  17.5 1000 280  1.8 3  8.3  67  223  252 329 -407  1
21121200	3732500 2677500  9  2 12  19.2 1000 240  1.9 3  8.5  63  212  291 329 -423  1
21124800	3732500 2677500  9  2 13  19.7  999 210  1.9 3  8.4  59  448  195 333 -435  1
21128400	3732500 2677500  9  2 14  20.9  999 126  1.2 3  8.4  56  473  156 338 -443  1
21132000	3732500 2677500  9  2 15  20.9  999 108  1.4 3  8.2  53  455  117 341 -441  1
21135600	3732500 2677500  9  2 16  20.8  999 180  2.3 1  8.1  52  412   82 332 -436  1
21139200	3732500 2677500  9  2 17  21.5  998 181  2.4 1  8.1  51  291   72 324 -432  1
21142800	3732500 2677500  9  2 18  20.2  998 100  1.7 2  8.2  52  124   63 326 -424  1
21146400	3732500 2677500  9  2 19  18.1  998  70  0.9 1  8.6  61   41   29 322 -411  1
21150000	3732500 2677500  9  2 20  16.9  998  80  1.1 1  8.6  68    0    0 311 -397  1
21153600	3732500 2677500  9  2 21  15.5  998  62  1.0 1  8.7  74    0    0 307 -387  1
21157200	3732500 2677500  9  2 22  14.5  998  75  1.2 0  8.6  79    0    0 298 -381  1
21160800	3732500 2677500  9  2 23  14.1  998  89  1.6 1  8.5  81    0    0 289 -377  1
21164400	3732500 2677500  9  2 24  14.0  998 130  2.3 3  8.4  81    0    0 285 -374  1
21168000	3732500 2677500  9  3  1  14.1  988 151  3.1 5  8.5  81    0    0 351 -400  1
21171600	3732500 2677500  9  3  2  14.3  987 183  4.1 6  8.8  83    0    0 357 -396  1
21175200	3732500 2677500  9  3  3  14.5  985 191  5.0 8  9.1  85    0    0 364 -396  1
21178800	3732500 2677500  9  3  4  14.4  984 195  5.6 8  9.4  89    0    0 365 -399  1
21182400	3732500 2677500  9  3  5  14.7  982 200  5.6 7  9.4  87    0    0 364 -402  1
21186000	3732500 2677500  9  3  6  14.6  981 210  6.3 6  9.8  92    0    0 358 -402  1
21189600	3732500 2677500  9  3  7  15.5  981 210  6.2 6  9.9  89    0   14 357 -400  1
21193200	3732500 2677500  9  3  8  14.4  980 220  8.1 5  9.8  89   15   97 353 -399  1
21196800	3732500 2677500  9  3  9  14.6  981 230  7.2 5  9.4  88   97  162 347 -400  1
21200400	3732500 2677500  9  3 10  16.0  981 230  6.9 4  8.9  79  148  214 345 -401  1
21204000	3732500 2677500  9  3 11  16.7  982 230  8.8 4  8.5  71  147  261 341 -405  1
21207600	3732500 2677500  9  3 12  17.7  983 230  8.0 4  8.3  65   85  290 345 -404  1
21211200	3732500 2677500  9  3 13  17.8  983 231  7.9 7  8.1  62   15  242 360 -405  1
21214800	3732500 2677500  9  3 14  17.9  983 240  9.0 7  7.8  59   43  267 371 -416  1
21218400	3732500 2677500  9  3 15  16.9  984 221  9.6 7  8.0  62  183  234 368 -420  1
21222000	3732500 2677500  9  3 16  16.7  984 221  8.4 5  8.1  66  392   79 354 -416  1
21225600	3732500 2677500  9  3 17  16.2  985 231  8.0 5  7.5  63  261   72 343 -414  1
21229200	3732500 2677500  9  3 18  16.0  985 221  7.0 3  7.0  60  151   67 331 -409  1
21232800	3732500 2677500  9  3 19  15.1  985 211  6.9 5  7.1  63   27   20 327 -401  1
21236400	3732500 2677500  9  3 20  13.9  986 210  6.3 4  7.7  72    0    0 328 -393  1
21240000	3732500 2677500  9  3 21  14.0  987 220  6.4 4  7.8  76    0    0 322 -389  1
21243600	3732500 2677500  9  3 22  12.5  987 221  6.5 6  8.0  82    0    0 329 -387  1
21247200	3732500 2677500  9  3 23  11.8  986 236  5.1 6  8.1  89    0    0 336 -385  1
21250800	3732500 2677500  9  3 24  11.9  986 211  6.1 5  8.0  90    0    0 331 -383  1
21254400	3732500 2677500  9  4  1  11.9  986 220  6.4 5  7.8  87    0    0 326 -381  1
21258000	3732500 2677500  9  4  2  11.7  985 221  6.3 5  7.6  85    0    0 325 -379  1
21261600	3732500 2677500  9  4  3  11.6  985 221  6.3 3  7.5  85    0    0 314 -377  1
